0,0
0.176851758,0.314592047
0.474743608,0.366803006
0.788787064,0.345289104
1.042050331,0.407336812
1.405640584,0.501606303
1.735528198,0.509165642
2.052425563,0.531448763
2.303036409,0.652001101
2.639020078,0.647934511
2.93332796,0.672031593
3.182991093,0.795102863
3.375027704,0.937715003
3.70452706,0.934550346
3.942213536,0.916867818
4.099977836,1.019062011
4.321589038,1.196708311
4.604581814,1.223321446
4.938259366,1.260012811
5.077592634,1.386681711
5.266950092,1.529775073
5.591431138,1.561726372
5.897281941,1.570265896
6.136167772,1.744943091
6.213052326,1.897416265
6.339344361,2.020092281
6.733397476,2.047391743
7.032862525,2.142381442
7.127883782,2.387840933
7.350892759,2.52955334
7.569382039,2.55122269
7.883507313,2.602318263
8.042594346,2.816884608
8.137575306,3.041883769
8.368550827,3.198005787
8.768269831,3.266517566
8.978120399,3.437946892
9.115673672,3.655027436
9.242006004,3.798163782
9.556788871,3.90830912
9.87253934,3.940956257
10.10040394,4.093660441
10.26717173,4.308973558
10.60541844,4.38208594
10.88182789,4.390395788
11.02613118,4.555072779
11.10306059,4.717610633
11.16636779,4.860789963
11.43170947,5.043798727
11.82857488,5.085402269
11.9802454,5.200373443
12.11279241,5.3921138
12.20765248,5.555731969
12.51357846,5.637949853
12.80659265,5.657625275
12.99032851,5.804695356
13.09101167,6.066638458
13.21746489,6.271155796
13.4679378,6.407706393
13.75342024,6.393552417
13.97601876,6.482201205
14.06915033,6.700242456
14.16417159,6.945701947
14.39051707,7.041666113
14.60562955,7.088623374
14.89859875,7.116525106
15.04732929,7.354306784
15.11075739,7.558867106
15.34474043,7.742381226
15.71006024,7.844903387
15.99306427,7.877230142
16.02554855,8.028831443
16.08885576,8.172010773
16.21534928,8.396988441
16.47721635,8.518585102
16.78285749,8.5398239
16.99121363,8.651511892
17.09866817,8.887434601
17.22520199,9.1328726
17.39004652,9.257116894
17.76115734,9.25526922
17.98572038,9.347197609
18.10839999,9.561937767
18.17178779,9.746037759
18.51917277,9.845357726
18.8337531,9.847888081
18.99587666,9.988669258
19.18127783,10.29777894
19.49664307,10.49171544
19.92158298,10.43945698
20.00408314,10.73470984
20.15953739,10.99276393
20.31738228,11.13587879
20.6515081,11.08948959
20.9791864,11.15588779
21.07230147,11.30341696
21.20058028,11.56494395
21.49337176,11.65794815
21.79948016,11.64637693
22.05410199,11.77684939
22.24142169,12.03482232
22.61505194,12.00731471
23.03535021,11.96986449
23.15568898,12.23880236
23.47904818,12.42991597
23.96118932,12.48807369
24.1021539,12.79058653
24.46660967,12.98256059
24.82726522,12.95377486
24.97124811,13.08004846
25.07997018,13.26050788
25.11192601,13.48555003
25.47664147,13.56082944
25.83671496,13.48505571
25.98119427,13.61483646
26.12105337,13.85314823
26.48614505,13.87090339
26.84584232,13.85265392
27.01887338,14.00143964
